,Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total
729,2015,2,Jujuy,32.0,5.0,22.0,0.0,35.0,94.0
730,2015,2,La Pampa,13.0,41.0,4.0,6.0,562.0,626.0
731,2015,2,La Rioja,16.0,0.0,16.0,2.0,28.0,62.0
732,2015,2,Mendoza,153.0,13.0,3.0,38.0,2.0,209.0
733,2015,2,Misiones,59.0,29.0,37.0,5.0,15.0,145.0
734,2015,2,Neuquén,47.0,34.0,1.0,13.0,3.0,98.0
735,2015,2,Río Negro,67.0,26.0,916.0,3.0,1.0,1013.0
736,2015,2,Salta,77.0,20.0,47.0,129.0,580.0,853.0
737,2015,2,San Juan,49.0,451.0,770.0,1.0,908.0,2179.0
738,2015,2,San Luis,11.0,1.0,354.0,33.0,377.0,776.0
739,2015,2,Santa Cruz,15.0,3.0,396.0,5.0,2.0,421.0
740,2015,2,Santa Fe,333.0,205.0,3.0,4.0,1.0,546.0
741,2015,2,Santiago Del Estero,34.0,4.0,19.0,1.0,30.0,88.0
742,2015,2,Tierra Del Fuego,23.0,8.0,665.0,1.0,2.0,699.0
743,2015,2,Tucumán,140.0,479.0,116.0,88.0,50.0,873.0
744,2015,1,Buenos Aires,2.0,1.0,134.0,19.0,29.0,185.0
745,2015,1,Capital Federal,455.0,842.0,19.0,2.0,15.0,1333.0
746,2015,1,Catamarca,25.0,241.0,16.0,1.0,41.0,324.0
747,2015,1,Chaco,55.0,26.0,164.0,27.0,56.0,328.0
748,2015,1,Chubut,46.0,717.0,906.0,13.0,5.0,1687.0
749,2015,1,Córdoba,344.0,248.0,415.0,5.0,450.0,1462.0
750,2015,1,Corrientes,55.0,25.0,129.0,1.0,62.0,272.0
751,2015,1,Entre Ríos,112.0,47.0,108.0,6.0,245.0,518.0
752,2015,1,Formosa,21.0,5.0,1.0,670.0,56.0,753.0
753,2015,1,Jujuy,32.0,5.0,22.0,0.0,36.0,95.0
754,2015,1,La Pampa,13.0,40.0,3.0,6.0,604.0,666.0
755,2015,1,La Rioja,16.0,0.0,16.0,2.0,33.0,67.0
756,2015,1,Mendoza,152.0,13.0,3.0,29.0,2.0,199.0
757,2015,1,Misiones,58.0,27.0,30.0,5.0,13.0,133.0
758,2015,1,Neuquén,48.0,32.0,1.0,12.0,3.0,96.0
759,2015,1,Río Negro,66.0,25.0,907.0,3.0,1.0,1002.0
760,2015,1,Salta,76.0,20.0,47.0,129.0,574.0,846.0
761,2015,1,San Juan,48.0,451.0,755.0,1.0,1.0,1256.0
762,2015,1,San Luis,11.0,1.0,351.0,30.0,412.0,805.0
763,2015,1,Santa Cruz,16.0,3.0,392.0,5.0,3.0,419.0
764,2015,1,Santa Fe,329.0,199.0,3.0,4.0,2.0,537.0
765,2015,1,Santiago Del Estero,34.0,4.0,19.0,1.0,35.0,93.0
766,2015,1,Tierra Del Fuego,22.0,8.0,657.0,1.0,3.0,691.0
767,2015,1,Tucumán,138.0,115.0,116.0,88.0,100.0,557.0
768,2014,4,Buenos Aires,2.0,1.0,121.0,18.0,32.0,174.0
769,2014,4,Capital Federal,456.0,840.0,17.0,2.0,15.0,1330.0
770,2014,4,Catamarca,25.0,241.0,16.0,0.0,44.0,326.0
771,2014,4,Chaco,55.0,11.0,31.0,0.0,62.0,159.0
772,2014,4,Chubut,49.0,697.0,891.0,12.0,6.0,1655.0
773,2014,4,Córdoba,345.0,240.0,419.0,4.0,486.0,1494.0
774,2014,4,Corrientes,55.0,10.0,40.0,1.0,75.0,181.0
775,2014,4,Entre Ríos,112.0,23.0,57.0,5.0,260.0,457.0
776,2014,4,Formosa,21.0,5.0,1.0,0.0,65.0,92.0
777,2014,4,Jujuy,31.0,5.0,22.0,37.0,11.0,106.0
778,2014,4,La Pampa,16.0,34.0,514.0,6.0,648.0,1218.0
779,2014,4,La Rioja,16.0,0.0,17.0,0.0,33.0,66.0
780,2014,4,Mendoza,152.0,13.0,3.0,31.0,2.0,201.0
781,2014,4,Misiones,58.0,19.0,16.0,150.0,15.0,258.0
782,2014,4,Neuquén,48.0,32.0,1.0,12.0,3.0,96.0
783,2014,4,Río Negro,66.0,24.0,901.0,4.0,2.0,997.0
784,2014,4,Salta,76.0,17.0,48.0,6.0,578.0,725.0
785,2014,4,San Juan,49.0,451.0,740.0,1.0,1.0,1242.0
786,2014,4,San Luis,11.0,926.0,355.0,24.0,423.0,1739.0
787,2014,4,Santa Cruz,18.0,448.0,388.0,4.0,3.0,861.0
788,2014,4,Santa Fe,335.0,183.0,3.0,6.0,2.0,529.0
789,2014,4,Santiago Del Estero,34.0,4.0,19.0,920.0,37.0,1014.0
790,2014,4,Tierra Del Fuego,22.0,4.0,655.0,1.0,3.0,685.0
791,2014,4,Tucumán,137.0,97.0,116.0,13.0,105.0,468.0
792,2014,3,Buenos Aires,2.0,1.0,124.0,20.0,32.0,179.0
793,2014,3,Capital Federal,450.0,833.0,18.0,2.0,14.0,1317.0
794,2014,3,Catamarca,24.0,244.0,15.0,0.0,47.0,330.0
795,2014,3,Chaco,53.0,10.0,29.0,1.0,59.0,152.0
796,2014,3,Chubut,49.0,668.0,882.0,12.0,7.0,1618.0
797,2014,3,Córdoba,340.0,240.0,444.0,4.0,377.0,1405.0
798,2014,3,Corrientes,53.0,9.0,31.0,1.0,65.0,159.0
799,2014,3,Entre Ríos,109.0,22.0,48.0,5.0,135.0,319.0
800,2014,3,Formosa,21.0,5.0,0.0,0.0,80.0,106.0
801,2014,3,Jujuy,30.0,4.0,22.0,37.0,13.0,106.0
802,2014,3,La Pampa,16.0,34.0,538.0,11.0,677.0,1276.0
803,2014,3,La Rioja,16.0,0.0,14.0,1.0,37.0,68.0
804,2014,3,Mendoza,150.0,13.0,3.0,40.0,2.0,208.0
805,2014,3,Misiones,57.0,18.0,4.0,3.0,14.0,96.0
806,2014,3,Neuquén,54.0,31.0,1.0,13.0,3.0,102.0
807,2014,3,Río Negro,65.0,27.0,888.0,4.0,2.0,986.0
808,2014,3,Salta,74.0,18.0,43.0,109.0,580.0,824.0
809,2014,3,San Juan,48.0,451.0,731.0,1.0,1.0,1232.0
810,2014,3,San Luis,11.0,925.0,355.0,25.0,438.0,1754.0
811,2014,3,Santa Cruz,18.0,492.0,385.0,4.0,3.0,902.0
812,2014,3,Santa Fe,326.0,184.0,4.0,7.0,733.0,1254.0
813,2014,3,Santiago Del Estero,33.0,4.0,19.0,768.0,41.0,865.0
814,2014,3,Tierra Del Fuego,22.0,3.0,650.0,1.0,3.0,679.0
815,2014,3,Tucumán,132.0,97.0,117.0,13.0,100.0,459.0
816,2014,2,Buenos Aires,2.0,1.0,120.0,17.0,33.0,173.0
817,2014,2,Capital Federal,448.0,828.0,18.0,2.0,15.0,1311.0
818,2014,2,Catamarca,24.0,243.0,17.0,0.0,43.0,327.0
819,2014,2,Chaco,53.0,10.0,30.0,0.0,58.0,151.0
820,2014,2,Chubut,51.0,649.0,866.0,11.0,7.0,1584.0
821,2014,2,Córdoba,338.0,235.0,351.0,4.0,374.0,1302.0
822,2014,2,Corrientes,53.0,9.0,31.0,1.0,55.0,149.0
823,2014,2,Entre Ríos,109.0,22.0,49.0,5.0,133.0,318.0
824,2014,2,Formosa,21.0,5.0,0.0,0.0,78.0,104.0
825,2014,2,Jujuy,30.0,4.0,23.0,40.0,9.0,106.0
826,2014,2,La Pampa,16.0,33.0,513.0,6.0,689.0,1257.0
827,2014,2,La Rioja,16.0,0.0,14.0,0.0,34.0,64.0
828,2014,2,Mendoza,149.0,13.0,2.0,36.0,2.0,202.0
829,2014,2,Misiones,57.0,18.0,4.0,150.0,8.0,237.0
830,2014,2,Neuquén,48.0,30.0,997.0,11.0,3.0,1089.0
831,2014,2,Río Negro,65.0,25.0,876.0,4.0,2.0,972.0
832,2014,2,Salta,74.0,18.0,45.0,7.0,577.0,721.0
833,2014,2,San Juan,48.0,451.0,722.0,1.0,1.0,1223.0
834,2014,2,San Luis,11.0,925.0,354.0,22.0,448.0,1760.0
835,2014,2,Santa Cruz,19.0,448.0,381.0,4.0,3.0,855.0
836,2014,2,Santa Fe,324.0,178.0,3.0,6.0,636.0,1147.0
837,2014,2,Santiago Del Estero,33.0,4.0,19.0,907.0,34.0,997.0
838,2014,2,Tierra Del Fuego,22.0,3.0,648.0,1.0,3.0,677.0
839,2014,2,Tucumán,132.0,97.0,121.0,13.0,98.0,461.0
840,2014,1,Buenos Aires,2.0,1.0,121.0,17.0,34.0,175.0
841,2014,1,Capital Federal,446.0,820.0,18.0,2.0,15.0,1301.0
842,2014,1,Catamarca,24.0,46.0,17.0,0.0,43.0,130.0
843,2014,1,Chaco,53.0,9.0,30.0,0.0,58.0,150.0
844,2014,1,Chubut,51.0,539.0,866.0,11.0,7.0,1474.0
845,2014,1,Córdoba,337.0,226.0,347.0,4.0,368.0,1282.0
846,2014,1,Corrientes,53.0,8.0,31.0,1.0,55.0,148.0
847,2014,1,Entre Ríos,108.0,21.0,49.0,5.0,133.0,316.0
848,2014,1,Formosa,21.0,5.0,0.0,0.0,100.0,126.0
849,2014,1,Jujuy,30.0,4.0,23.0,0.0,9.0,66.0
850,2014,1,La Pampa,16.0,31.0,513.0,6.0,701.0,1267.0
851,2014,1,La Rioja,16.0,0.0,14.0,0.0,34.0,64.0
852,2014,1,Mendoza,149.0,12.0,2.0,37.0,2.0,202.0
853,2014,1,Misiones,57.0,17.0,4.0,150.0,8.0,236.0
854,2014,1,Neuquén,48.0,28.0,997.0,10.0,3.0,1086.0
855,2014,1,Río Negro,65.0,24.0,876.0,4.0,2.0,971.0
856,2014,1,Salta,73.0,18.0,45.0,8.0,568.0,712.0
857,2014,1,San Juan,48.0,434.0,722.0,808.0,1.0,2013.0
858,2014,1,San Luis,11.0,428.0,354.0,21.0,448.0,1262.0
859,2014,1,Santa Cruz,19.0,100.0,381.0,4.0,3.0,507.0
860,2014,1,Santa Fe,323.0,174.0,3.0,6.0,644.0,1150.0
861,2014,1,Santiago Del Estero,33.0,4.0,19.0,915.0,34.0,1005.0
862,2014,1,Tierra Del Fuego,22.0,3.0,648.0,1.0,3.0,677.0
863,2014,1,Tucumán,130.0,83.0,121.0,13.0,98.0,445.0
