,Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total
360,2019 ,1 ,Buenos Aires,1.0,2.0,336.0,65.0,20.0,424.0
361,2019 ,1 ,Capital Federal,328.0,1.0,32.0,4.0,4.0,369.0
362,2019 ,1 ,Catamarca,27.0,4.0,16.0,0.0,2.0,49.0
363,2019 ,1 ,Chaco,53.0,44.0,2.0,4.0,1.0,104.0
364,2019 ,1 ,Chubut,37.0,23.0,2.0,14.0,3.0,79.0
365,2019 ,1 ,Córdoba,323.0,364.0,20.0,25.0,12.0,744.0
366,2019 ,1 ,Corrientes,56.0,43.0,2.0,2.0,58.0,161.0
367,2019 ,1 ,Entre Ríos,101.0,90.0,13.0,16.0,12.0,232.0
368,2019 ,1 ,Formosa,23.0,8.0,940.0,14.0,62.0,1047.0
369,2019 ,1 ,Jujuy,33.0,12.0,153.0,640.0,44.0,882.0
370,2019 ,1 ,La Pampa,19.0,57.0,3.0,9.0,1.0,89.0
371,2019 ,1 ,La Rioja,16.0,35.0,12.0,252.0,41.0,356.0
372,2019 ,1 ,Mendoza,149.0,40.0,6.0,10.0,2.0,207.0
373,2019 ,1 ,Misiones,55.0,59.0,465.0,426.0,8.0,1013.0
374,2019 ,1 ,Neuquén,41.0,56.0,3.0,13.0,2.0,115.0
375,2019 ,1 ,Río Negro,68.0,34.0,4.0,10.0,5.0,121.0
376,2019 ,1 ,Salta,74.0,58.0,647.0,1.0,2.0,782.0
377,2019 ,1 ,San Juan,52.0,6.0,808.0,3.0,1.0,870.0
378,2019 ,1 ,San Luis,11.0,8.0,378.0,53.0,24.0,474.0
379,2019 ,1 ,Santa Cruz,11.0,5.0,382.0,7.0,3.0,408.0
380,2019 ,1 ,Santa Fe,340.0,340.0,16.0,23.0,18.0,737.0
381,2019 ,1 ,Santiago Del Estero,25.0,62.0,23.0,3.0,99.0,212.0
382,2019 ,1 ,Tierra Del Fuego,20.0,24.0,2.0,0.0,1.0,47.0
383,2019 ,1 ,Tucumán,159.0,12.0,118.0,678.0,321.0,1288.0
384,2018,4,Buenos Aires,1.0,2.0,296.0,65.0,20.0,384.0
385,2018,4,Capital Federal,328.0,1.0,33.0,4.0,4.0,370.0
386,2018,4,Catamarca,27.0,4.0,16.0,0.0,2.0,49.0
387,2018,4,Chaco,53.0,44.0,2.0,3.0,1.0,103.0
388,2018,4,Chubut,37.0,23.0,952.0,14.0,3.0,1029.0
389,2018,4,Córdoba,329.0,356.0,18.0,22.0,13.0,738.0
390,2018,4,Corrientes,56.0,42.0,796.0,2.0,30.0,926.0
391,2018,4,Entre Ríos,101.0,86.0,5.0,15.0,14.0,221.0
392,2018,4,Formosa,23.0,8.0,887.0,14.0,57.0,989.0
393,2018,4,Jujuy,33.0,12.0,153.0,640.0,44.0,882.0
394,2018,4,La Pampa,19.0,55.0,3.0,8.0,1.0,86.0
395,2018,4,La Rioja,16.0,35.0,12.0,252.0,36.0,351.0
396,2018,4,Mendoza,149.0,40.0,6.0,10.0,2.0,207.0
397,2018,4,Misiones,56.0,54.0,465.0,426.0,6.0,1007.0
398,2018,4,Neuquén,41.0,56.0,3.0,12.0,2.0,114.0
399,2018,4,Río Negro,68.0,34.0,1.0,8.0,5.0,116.0
400,2018,4,Salta,74.0,58.0,638.0,253.0,2.0,1025.0
401,2018,4,San Juan,52.0,6.0,806.0,3.0,1.0,868.0
402,2018,4,San Luis,11.0,8.0,378.0,53.0,24.0,474.0
403,2018,4,Santa Cruz,11.0,5.0,382.0,6.0,3.0,407.0
404,2018,4,Santa Fe,336.0,323.0,14.0,19.0,29.0,721.0
405,2018,4,Santiago Del Estero,25.0,61.0,23.0,3.0,81.0,193.0
406,2018,4,Tierra Del Fuego,20.0,23.0,2.0,0.0,1.0,46.0
407,2018,4,Tucumán,159.0,12.0,119.0,686.0,314.0,1290.0
408,2018,3,Buenos Aires,1.0,2.0,156.0,62.0,26.0,247.0
409,2018,3,Capital Federal,334.0,1.0,36.0,4.0,9.0,384.0
410,2018,3,Catamarca,28.0,4.0,15.0,1.0,2.0,50.0
411,2018,3,Chaco,54.0,42.0,2.0,3.0,1.0,102.0
412,2018,3,Chubut,59.0,23.0,1.0,14.0,7.0,104.0
413,2018,3,Córdoba,338.0,342.0,16.0,19.0,11.0,726.0
414,2018,3,Corrientes,56.0,41.0,212.0,1.0,32.0,342.0
415,2018,3,Entre Ríos,103.0,84.0,2.0,15.0,80.0,284.0
416,2018,3,Formosa,23.0,8.0,817.0,14.0,57.0,919.0
417,2018,3,Jujuy,33.0,11.0,32.0,641.0,43.0,760.0
418,2018,3,La Pampa,12.0,55.0,8.0,7.0,987.0,1069.0
419,2018,3,La Rioja,17.0,35.0,13.0,253.0,35.0,353.0
420,2018,3,Mendoza,151.0,40.0,6.0,8.0,2.0,207.0
421,2018,3,Misiones,56.0,51.0,512.0,391.0,56.0,1066.0
422,2018,3,Neuquén,47.0,54.0,998.0,12.0,3.0,1114.0
423,2018,3,Río Negro,69.0,33.0,1.0,5.0,5.0,113.0
424,2018,3,Salta,77.0,54.0,678.0,234.0,1.0,1044.0
425,2018,3,San Juan,54.0,6.0,826.0,3.0,1.0,890.0
426,2018,3,San Luis,11.0,8.0,368.0,53.0,2.0,442.0
427,2018,3,Santa Cruz,19.0,5.0,585.0,6.0,4.0,619.0
428,2018,3,Santa Fe,339.0,313.0,12.0,16.0,15.0,695.0
429,2018,3,Santiago Del Estero,26.0,59.0,23.0,2.0,81.0,191.0
430,2018,3,Tierra Del Fuego,19.0,23.0,2.0,1.0,2.0,47.0
431,2018,3,Tucumán,161.0,9.0,110.0,252.0,315.0,847.0
432,2018,2,Buenos Aires,1.0,2.0,144.0,71.0,28.0,246.0
433,2018,2,Capital Federal,342.0,978.0,36.0,4.0,9.0,1369.0
434,2018,2,Catamarca,27.0,4.0,15.0,1.0,2.0,49.0
435,2018,2,Chaco,54.0,41.0,562.0,2.0,1.0,660.0
436,2018,2,Chubut,59.0,20.0,1.0,14.0,7.0,101.0
437,2018,2,Córdoba,345.0,328.0,14.0,16.0,10.0,713.0
438,2018,2,Corrientes,57.0,40.0,201.0,1.0,32.0,331.0
439,2018,2,Entre Ríos,105.0,80.0,2.0,12.0,80.0,279.0
440,2018,2,Formosa,24.0,7.0,18.0,14.0,57.0,120.0
441,2018,2,Jujuy,34.0,11.0,23.0,640.0,43.0,751.0
442,2018,2,La Pampa,12.0,54.0,8.0,7.0,987.0,1068.0
443,2018,2,La Rioja,17.0,35.0,13.0,253.0,35.0,353.0
444,2018,2,Mendoza,153.0,37.0,3.0,6.0,2.0,201.0
445,2018,2,Misiones,57.0,48.0,512.0,391.0,56.0,1064.0
446,2018,2,Neuquén,47.0,53.0,998.0,13.0,3.0,1114.0
447,2018,2,Río Negro,69.0,33.0,1.0,4.0,5.0,112.0
448,2018,2,Salta,78.0,53.0,678.0,234.0,1.0,1044.0
449,2018,2,San Juan,54.0,5.0,826.0,3.0,1.0,889.0
450,2018,2,San Luis,11.0,8.0,368.0,16.0,2.0,405.0
451,2018,2,Santa Cruz,19.0,4.0,585.0,7.0,4.0,619.0
452,2018,2,Santa Fe,338.0,304.0,11.0,16.0,15.0,684.0
453,2018,2,Santiago Del Estero,26.0,56.0,23.0,2.0,81.0,188.0
454,2018,2,Tierra Del Fuego,19.0,23.0,531.0,1.0,2.0,576.0
455,2018,2,Tucumán,160.0,9.0,110.0,252.0,315.0,846.0
456,2018,1,Buenos Aires,1.0,2.0,134.0,64.0,31.0,232.0
457,2018,1,Capital Federal,350.0,968.0,36.0,3.0,9.0,1366.0
458,2018,1,Catamarca,27.0,4.0,15.0,1.0,2.0,49.0
459,2018,1,Chaco,55.0,40.0,383.0,388.0,1.0,867.0
460,2018,1,Chubut,56.0,20.0,1.0,14.0,7.0,98.0
461,2018,1,Córdoba,349.0,327.0,13.0,13.0,11.0,713.0
462,2018,1,Corrientes,57.0,35.0,888.0,1.0,33.0,1014.0
463,2018,1,Entre Ríos,107.0,76.0,4.0,11.0,80.0,278.0
464,2018,1,Formosa,24.0,7.0,17.0,2.0,57.0,107.0
465,2018,1,Jujuy,34.0,10.0,23.0,28.0,43.0,138.0
466,2018,1,La Pampa,11.0,51.0,8.0,11.0,2.0,83.0
467,2018,1,La Rioja,17.0,35.0,13.0,253.0,35.0,353.0
468,2018,1,Mendoza,153.0,37.0,3.0,6.0,2.0,201.0
469,2018,1,Misiones,56.0,47.0,328.0,5.0,56.0,492.0
470,2018,1,Neuquén,47.0,55.0,1.0,12.0,3.0,118.0
471,2018,1,Río Negro,69.0,32.0,1.0,4.0,5.0,111.0
472,2018,1,Salta,80.0,52.0,118.0,204.0,1.0,455.0
473,2018,1,San Juan,54.0,5.0,826.0,2.0,1.0,888.0
474,2018,1,San Luis,11.0,8.0,368.0,16.0,2.0,405.0
475,2018,1,Santa Cruz,19.0,4.0,2.0,7.0,3.0,35.0
476,2018,1,Santa Fe,342.0,300.0,11.0,12.0,15.0,680.0
477,2018,1,Santiago Del Estero,27.0,55.0,23.0,1.0,81.0,187.0
478,2018,1,Tierra Del Fuego,19.0,10.0,531.0,1.0,2.0,563.0
479,2018,1,Tucumán,159.0,9.0,107.0,368.0,50.0,693.0
480,2017,4,Buenos Aires,1.0,2.0,131.0,60.0,31.0,225.0
481,2017,4,Capital Federal,571.0,962.0,36.0,3.0,10.0,1582.0
482,2017,4,Catamarca,27.0,263.0,11.0,1.0,2.0,304.0
483,2017,4,Chaco,55.0,40.0,389.0,380.0,1.0,865.0
484,2017,4,Chubut,56.0,15.0,1.0,14.0,7.0,93.0
485,2017,4,Córdoba,350.0,325.0,13.0,12.0,11.0,711.0
486,2017,4,Corrientes,57.0,35.0,894.0,1.0,35.0,1022.0
487,2017,4,Entre Ríos,108.0,74.0,2.0,10.0,86.0,280.0
488,2017,4,Formosa,23.0,7.0,19.0,2.0,51.0,102.0
489,2017,4,Jujuy,34.0,10.0,20.0,28.0,34.0,126.0
490,2017,4,La Pampa,11.0,50.0,8.0,11.0,2.0,82.0
491,2017,4,La Rioja,17.0,35.0,14.0,253.0,31.0,350.0
492,2017,4,Mendoza,153.0,16.0,3.0,6.0,2.0,180.0
493,2017,4,Misiones,56.0,47.0,95.0,5.0,54.0,257.0
494,2017,4,Neuquén,47.0,54.0,1.0,12.0,3.0,117.0
495,2017,4,Río Negro,69.0,30.0,1.0,4.0,5.0,109.0
496,2017,4,Salta,81.0,50.0,127.0,158.0,1.0,417.0
497,2017,4,San Juan,54.0,451.0,812.0,2.0,1.0,1320.0
498,2017,4,San Luis,11.0,1.0,335.0,17.0,2.0,366.0
499,2017,4,Santa Cruz,19.0,2.0,582.0,5.0,4.0,612.0
500,2017,4,Santa Fe,342.0,294.0,11.0,11.0,15.0,673.0
501,2017,4,Santiago Del Estero,27.0,40.0,19.0,1.0,80.0,167.0
502,2017,4,Tierra Del Fuego,19.0,7.0,530.0,1.0,2.0,559.0
503,2017,4,Tucumán,157.0,5.0,105.0,102.0,319.0,688.0
504,2017,3,Buenos Aires,1.0,2.0,125.0,35.0,39.0,202.0
505,2017,3,Capital Federal,583.0,941.0,33.0,3.0,10.0,1570.0
506,2017,3,Catamarca,27.0,4.0,12.0,1.0,2.0,46.0
507,2017,3,Chaco,55.0,37.0,456.0,36.0,1.0,585.0
508,2017,3,Chubut,56.0,6.0,1.0,14.0,7.0,84.0
509,2017,3,Córdoba,345.0,319.0,11.0,7.0,15.0,697.0
510,2017,3,Corrientes,56.0,34.0,947.0,1.0,27.0,1065.0
511,2017,3,Entre Ríos,108.0,70.0,2.0,6.0,63.0,249.0
512,2017,3,Formosa,23.0,7.0,428.0,2.0,12.0,472.0
513,2017,3,Jujuy,34.0,9.0,20.0,23.0,8.0,94.0
514,2017,3,La Pampa,11.0,50.0,5.0,12.0,2.0,80.0
515,2017,3,La Rioja,17.0,35.0,14.0,252.0,25.0,343.0
516,2017,3,Mendoza,154.0,34.0,3.0,29.0,2.0,222.0
517,2017,3,Misiones,56.0,44.0,110.0,5.0,9.0,224.0
518,2017,3,Neuquén,48.0,52.0,1.0,12.0,3.0,116.0
519,2017,3,Río Negro,69.0,30.0,1.0,3.0,4.0,107.0
520,2017,3,Salta,81.0,50.0,127.0,158.0,1.0,417.0
521,2017,3,San Juan,54.0,5.0,816.0,1.0,1.0,877.0
522,2017,3,San Luis,11.0,8.0,347.0,26.0,2.0,394.0
523,2017,3,Santa Cruz,19.0,5.0,2.0,5.0,3.0,34.0
524,2017,3,Santa Fe,323.0,291.0,6.0,5.0,37.0,662.0
525,2017,3,Santiago Del Estero,28.0,54.0,19.0,911.0,35.0,1047.0
526,2017,3,Tierra Del Fuego,22.0,7.0,622.0,1.0,2.0,654.0
527,2017,3,Tucumán,154.0,6.0,106.0,40.0,305.0,611.0
528,2017,2,Buenos Aires,1.0,2.0,119.0,22.0,24.0,168.0
529,2017,2,Capital Federal,615.0,932.0,39.0,3.0,11.0,1600.0
530,2017,2,Catamarca,26.0,255.0,14.0,1.0,34.0,330.0
531,2017,2,Chaco,54.0,36.0,458.0,52.0,39.0,639.0
532,2017,2,Chubut,44.0,1.0,916.0,13.0,5.0,979.0
533,2017,2,Córdoba,342.0,303.0,4.0,6.0,2.0,657.0
534,2017,2,Corrientes,55.0,33.0,258.0,1.0,31.0,378.0
535,2017,2,Entre Ríos,108.0,68.0,254.0,6.0,71.0,507.0
536,2017,2,Formosa,22.0,6.0,17.0,1.0,13.0,59.0
537,2017,2,Jujuy,34.0,9.0,22.0,0.0,35.0,100.0
538,2017,2,La Pampa,13.0,48.0,5.0,6.0,511.0,583.0
539,2017,2,La Rioja,16.0,0.0,15.0,2.0,28.0,61.0
540,2017,2,Mendoza,153.0,13.0,3.0,27.0,2.0,198.0
541,2017,2,Misiones,57.0,43.0,103.0,5.0,9.0,217.0
542,2017,2,Neuquén,52.0,50.0,1.0,12.0,3.0,118.0
543,2017,2,Río Negro,67.0,29.0,961.0,3.0,1.0,1061.0
544,2017,2,Salta,80.0,27.0,115.0,158.0,804.0,1184.0
545,2017,2,San Juan,49.0,451.0,772.0,1.0,915.0,2188.0
546,2017,2,San Luis,11.0,1.0,354.0,26.0,375.0,767.0
547,2017,2,Santa Cruz,15.0,3.0,1.0,5.0,2.0,26.0
548,2017,2,Santa Fe,330.0,228.0,3.0,5.0,1.0,567.0
549,2017,2,Santiago Del Estero,28.0,4.0,19.0,911.0,29.0,991.0
550,2017,2,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,698.0
551,2017,2,Tucumán,149.0,5.0,116.0,14.0,45.0,329.0
552,2017,1,Buenos Aires,2.0,1.0,119.0,21.0,24.0,167.0
553,2017,1,Capital Federal,429.0,918.0,38.0,3.0,11.0,1399.0
554,2017,1,Catamarca,26.0,248.0,14.0,1.0,34.0,323.0
555,2017,1,Chaco,54.0,34.0,252.0,52.0,39.0,431.0
556,2017,1,Chubut,44.0,999.0,916.0,13.0,5.0,1977.0
557,2017,1,Córdoba,336.0,293.0,5.0,6.0,1.0,641.0
558,2017,1,Corrientes,55.0,32.0,236.0,1.0,31.0,355.0
559,2017,1,Entre Ríos,109.0,65.0,230.0,6.0,71.0,481.0
560,2017,1,Formosa,22.0,6.0,16.0,1.0,13.0,58.0
561,2017,1,Jujuy,34.0,9.0,22.0,0.0,34.0,99.0
562,2017,1,La Pampa,13.0,47.0,5.0,6.0,517.0,588.0
563,2017,1,La Rioja,16.0,0.0,15.0,2.0,28.0,61.0
564,2017,1,Mendoza,153.0,13.0,3.0,27.0,2.0,198.0
565,2017,1,Misiones,57.0,40.0,101.0,5.0,8.0,211.0
566,2017,1,Neuquén,52.0,48.0,1.0,12.0,3.0,116.0
567,2017,1,Río Negro,67.0,29.0,954.0,3.0,1.0,1054.0
568,2017,1,Salta,80.0,27.0,114.0,158.0,679.0,1058.0
569,2017,1,San Juan,49.0,451.0,772.0,1.0,907.0,2180.0
570,2017,1,San Luis,11.0,1.0,354.0,26.0,375.0,767.0
571,2017,1,Santa Cruz,16.0,3.0,1.0,5.0,2.0,27.0
572,2017,1,Santa Fe,327.0,226.0,3.0,5.0,1.0,562.0
573,2017,1,Santiago Del Estero,30.0,4.0,19.0,911.0,29.0,993.0
574,2017,1,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,698.0
575,2017,1,Tucumán,147.0,5.0,116.0,14.0,45.0,327.0
576,2016,4,Buenos Aires,2.0,1.0,119.0,21.0,24.0,167.0
577,2016,4,Capital Federal,435.0,915.0,38.0,3.0,11.0,1402.0
578,2016,4,Catamarca,27.0,250.0,14.0,1.0,34.0,326.0
579,2016,4,Chaco,55.0,34.0,248.0,52.0,39.0,428.0
580,2016,4,Chubut,44.0,955.0,916.0,13.0,5.0,1933.0
581,2016,4,Córdoba,337.0,289.0,3.0,6.0,789.0,1424.0
582,2016,4,Corrientes,55.0,31.0,233.0,1.0,31.0,351.0
583,2016,4,Entre Ríos,109.0,64.0,226.0,6.0,71.0,476.0
584,2016,4,Formosa,22.0,6.0,16.0,1.0,13.0,58.0
585,2016,4,Jujuy,34.0,9.0,22.0,0.0,34.0,99.0
586,2016,4,La Pampa,13.0,47.0,5.0,6.0,522.0,593.0
587,2016,4,La Rioja,16.0,0.0,16.0,2.0,28.0,62.0
588,2016,4,Mendoza,153.0,13.0,3.0,27.0,2.0,198.0
589,2016,4,Misiones,58.0,39.0,100.0,5.0,8.0,210.0
590,2016,4,Neuquén,52.0,46.0,1.0,12.0,3.0,114.0
591,2016,4,Río Negro,67.0,28.0,954.0,3.0,1.0,1053.0
592,2016,4,Salta,79.0,27.0,110.0,158.0,621.0,995.0
593,2016,4,San Juan,49.0,451.0,772.0,1.0,907.0,2180.0
594,2016,4,San Luis,11.0,1.0,354.0,26.0,375.0,767.0
595,2016,4,Santa Cruz,16.0,3.0,1.0,5.0,2.0,27.0
596,2016,4,Santa Fe,327.0,226.0,3.0,5.0,1.0,562.0
597,2016,4,Santiago Del Estero,30.0,4.0,19.0,911.0,29.0,993.0
598,2016,4,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,698.0
599,2016,4,Tucumán,147.0,4.0,116.0,14.0,45.0,326.0
600,2016,3,Buenos Aires,2.0,1.0,113.0,19.0,24.0,159.0
601,2016,3,Capital Federal,448.0,905.0,37.0,3.0,11.0,1404.0
602,2016,3,Catamarca,27.0,248.0,14.0,1.0,18.0,308.0
603,2016,3,Chaco,56.0,33.0,232.0,2.0,15.0,338.0
604,2016,3,Chubut,44.0,935.0,916.0,13.0,5.0,1913.0
605,2016,3,Córdoba,348.0,285.0,3.0,6.0,395.0,1037.0
606,2016,3,Corrientes,56.0,31.0,217.0,1.0,22.0,327.0
607,2016,3,Entre Ríos,113.0,62.0,206.0,6.0,64.0,451.0
608,2016,3,Formosa,22.0,6.0,9.0,0.0,2.0,39.0
609,2016,3,Jujuy,34.0,8.0,22.0,0.0,30.0,94.0
610,2016,3,La Pampa,13.0,46.0,5.0,6.0,515.0,585.0
611,2016,3,La Rioja,17.0,0.0,15.0,2.0,22.0,56.0
612,2016,3,Mendoza,153.0,13.0,3.0,28.0,2.0,199.0
613,2016,3,Misiones,60.0,38.0,79.0,5.0,7.0,189.0
614,2016,3,Neuquén,52.0,45.0,1.0,12.0,3.0,113.0
615,2016,3,Río Negro,67.0,28.0,942.0,3.0,1.0,1041.0
616,2016,3,Salta,81.0,26.0,90.0,157.0,565.0,919.0
617,2016,3,San Juan,49.0,451.0,770.0,1.0,903.0,2174.0
618,2016,3,San Luis,11.0,1.0,354.0,23.0,371.0,760.0
619,2016,3,Santa Cruz,16.0,3.0,817.0,5.0,2.0,843.0
620,2016,3,Santa Fe,335.0,223.0,3.0,5.0,1.0,567.0
621,2016,3,Santiago Del Estero,32.0,4.0,19.0,3.0,8.0,66.0
622,2016,3,Tierra Del Fuego,23.0,6.0,665.0,1.0,2.0,697.0
623,2016,3,Tucumán,147.0,4.0,116.0,53.0,41.0,361.0
624,2016,2,Buenos Aires,2.0,1.0,113.0,21.0,26.0,163.0
625,2016,2,Capital Federal,451.0,892.0,37.0,2.0,13.0,1395.0
626,2016,2,Catamarca,26.0,245.0,14.0,1.0,34.0,320.0
627,2016,2,Chaco,56.0,32.0,221.0,52.0,41.0,402.0
628,2016,2,Chubut,44.0,867.0,916.0,13.0,5.0,1845.0
629,2016,2,Córdoba,349.0,278.0,2.0,6.0,1.0,636.0
630,2016,2,Corrientes,56.0,30.0,203.0,1.0,43.0,333.0
631,2016,2,Entre Ríos,113.0,59.0,169.0,6.0,193.0,540.0
632,2016,2,Formosa,22.0,6.0,6.0,1.0,14.0,49.0
633,2016,2,Jujuy,34.0,7.0,22.0,0.0,35.0,98.0
634,2016,2,La Pampa,13.0,45.0,5.0,6.0,547.0,616.0
635,2016,2,La Rioja,17.0,0.0,15.0,2.0,28.0,62.0
636,2016,2,Mendoza,153.0,13.0,3.0,29.0,2.0,200.0
637,2016,2,Misiones,60.0,36.0,77.0,5.0,15.0,193.0
638,2016,2,Neuquén,52.0,42.0,1.0,12.0,3.0,110.0
639,2016,2,Río Negro,67.0,28.0,939.0,3.0,1.0,1038.0
640,2016,2,Salta,79.0,25.0,85.0,151.0,539.0,879.0
641,2016,2,San Juan,49.0,451.0,770.0,1.0,908.0,2179.0
642,2016,2,San Luis,11.0,1.0,354.0,30.0,377.0,773.0
643,2016,2,Santa Cruz,15.0,3.0,396.0,5.0,3.0,422.0
644,2016,2,Santa Fe,336.0,219.0,3.0,5.0,1.0,564.0
645,2016,2,Santiago Del Estero,32.0,4.0,19.0,911.0,30.0,996.0
646,2016,2,Tierra Del Fuego,23.0,6.0,665.0,1.0,2.0,697.0
647,2016,2,Tucumán,145.0,3.0,116.0,58.0,49.0,371.0
648,2016,1,Buenos Aires,2.0,1.0,111.0,21.0,26.0,161.0
649,2016,1,Capital Federal,454.0,832.0,36.0,2.0,13.0,1337.0
650,2016,1,Catamarca,26.0,243.0,15.0,1.0,34.0,319.0
651,2016,1,Chaco,56.0,30.0,211.0,52.0,41.0,390.0
652,2016,1,Chubut,44.0,834.0,916.0,13.0,5.0,1812.0
653,2016,1,Córdoba,351.0,252.0,674.0,6.0,386.0,1669.0
654,2016,1,Corrientes,55.0,28.0,192.0,1.0,45.0,321.0
655,2016,1,Entre Ríos,113.0,55.0,146.0,6.0,193.0,513.0
656,2016,1,Formosa,22.0,5.0,5.0,1.0,14.0,47.0
657,2016,1,Jujuy,33.0,7.0,22.0,0.0,35.0,97.0
658,2016,1,La Pampa,13.0,42.0,5.0,6.0,549.0,615.0
659,2016,1,La Rioja,17.0,0.0,16.0,2.0,28.0,63.0
660,2016,1,Mendoza,153.0,13.0,3.0,34.0,2.0,205.0
661,2016,1,Misiones,60.0,33.0,70.0,5.0,15.0,183.0
662,2016,1,Neuquén,52.0,36.0,1.0,13.0,3.0,105.0
663,2016,1,Río Negro,67.0,27.0,937.0,3.0,1.0,1035.0
664,2016,1,Salta,79.0,23.0,73.0,132.0,507.0,814.0
665,2016,1,San Juan,49.0,451.0,770.0,1.0,908.0,2179.0
666,2016,1,San Luis,11.0,1.0,354.0,27.0,377.0,770.0
667,2016,1,Santa Cruz,16.0,3.0,396.0,5.0,2.0,422.0
668,2016,1,Santa Fe,338.0,205.0,3.0,5.0,1.0,552.0
669,2016,1,Santiago Del Estero,33.0,4.0,19.0,911.0,30.0,997.0
670,2016,1,Tierra Del Fuego,23.0,5.0,665.0,1.0,2.0,696.0
671,2016,1,Tucumán,144.0,2.0,116.0,74.0,49.0,385.0
672,2015,4,Buenos Aires,2.0,1.0,103.0,20.0,26.0,152.0
673,2015,4,Capital Federal,455.0,880.0,20.0,2.0,13.0,1370.0
674,2015,4,Catamarca,26.0,242.0,15.0,1.0,34.0,318.0
675,2015,4,Chaco,57.0,29.0,186.0,52.0,41.0,365.0
676,2015,4,Chubut,44.0,811.0,916.0,14.0,5.0,1790.0
677,2015,4,Córdoba,354.0,266.0,480.0,6.0,385.0,1491.0
678,2015,4,Corrientes,56.0,28.0,177.0,1.0,45.0,307.0
679,2015,4,Entre Ríos,114.0,53.0,122.0,6.0,194.0,489.0
680,2015,4,Formosa,22.0,5.0,4.0,1.0,14.0,46.0
681,2015,4,Jujuy,33.0,7.0,22.0,0.0,35.0,97.0
682,2015,4,La Pampa,13.0,43.0,4.0,6.0,374.0,440.0
683,2015,4,La Rioja,17.0,0.0,16.0,2.0,28.0,63.0
684,2015,4,Mendoza,153.0,13.0,3.0,38.0,2.0,209.0
685,2015,4,Misiones,60.0,33.0,48.0,5.0,15.0,161.0
686,2015,4,Neuquén,52.0,39.0,1.0,13.0,3.0,108.0
687,2015,4,Río Negro,67.0,27.0,915.0,3.0,1.0,1013.0
688,2015,4,Salta,79.0,22.0,47.0,129.0,554.0,831.0
689,2015,4,San Juan,49.0,451.0,770.0,1.0,908.0,2179.0
690,2015,4,San Luis,11.0,1.0,354.0,30.0,377.0,773.0
691,2015,4,Santa Cruz,16.0,3.0,396.0,5.0,2.0,422.0
692,2015,4,Santa Fe,340.0,213.0,3.0,5.0,1.0,562.0
693,2015,4,Santiago Del Estero,34.0,4.0,19.0,1.0,30.0,88.0
694,2015,4,Tierra Del Fuego,23.0,4.0,665.0,1.0,2.0,695.0
695,2015,4,Tucumán,144.0,2.0,116.0,88.0,50.0,400.0
696,2015,3,Buenos Aires,2.0,1.0,114.0,20.0,26.0,163.0
697,2015,3,Capital Federal,455.0,871.0,31.0,2.0,13.0,1372.0
698,2015,3,Catamarca,26.0,242.0,15.0,1.0,34.0,318.0
699,2015,3,Chaco,56.0,29.0,186.0,52.0,41.0,364.0
700,2015,3,Chubut,44.0,792.0,916.0,13.0,5.0,1770.0
701,2015,3,Córdoba,352.0,264.0,1.0,5.0,389.0,1011.0
702,2015,3,Corrientes,56.0,28.0,176.0,1.0,47.0,308.0
703,2015,3,Entre Ríos,114.0,52.0,122.0,6.0,197.0,491.0
704,2015,3,Formosa,22.0,5.0,2.0,899.0,14.0,942.0
705,2015,3,Jujuy,33.0,7.0,22.0,0.0,35.0,97.0
706,2015,3,La Pampa,13.0,42.0,4.0,6.0,557.0,622.0
707,2015,3,La Rioja,17.0,0.0,16.0,2.0,28.0,63.0
708,2015,3,Mendoza,153.0,13.0,3.0,42.0,2.0,213.0
709,2015,3,Misiones,60.0,32.0,46.0,5.0,15.0,158.0
710,2015,3,Neuquén,47.0,37.0,1.0,13.0,3.0,101.0
711,2015,3,Río Negro,67.0,27.0,917.0,3.0,1.0,1015.0
712,2015,3,Salta,78.0,22.0,47.0,129.0,645.0,921.0
713,2015,3,San Juan,49.0,451.0,770.0,1.0,908.0,2179.0
714,2015,3,San Luis,11.0,1.0,354.0,31.0,377.0,774.0
715,2015,3,Santa Cruz,16.0,3.0,396.0,5.0,2.0,422.0
716,2015,3,Santa Fe,337.0,210.0,4.0,4.0,1.0,556.0
717,2015,3,Santiago Del Estero,34.0,4.0,19.0,1.0,30.0,88.0
718,2015,3,Tierra Del Fuego,23.0,8.0,665.0,1.0,2.0,699.0
719,2015,3,Tucumán,143.0,1.0,116.0,88.0,50.0,398.0
720,2015,2,Buenos Aires,2.0,1.0,116.0,19.0,26.0,164.0
721,2015,2,Capital Federal,453.0,858.0,20.0,2.0,13.0,1346.0
722,2015,2,Catamarca,25.0,242.0,15.0,1.0,34.0,317.0
723,2015,2,Chaco,56.0,28.0,179.0,52.0,41.0,356.0
724,2015,2,Chubut,44.0,762.0,916.0,13.0,5.0,1740.0
725,2015,2,Córdoba,348.0,256.0,435.0,5.0,386.0,1430.0
726,2015,2,Corrientes,55.0,27.0,157.0,1.0,47.0,287.0
727,2015,2,Entre Ríos,113.0,50.0,119.0,6.0,197.0,485.0
728,2015,2,Formosa,21.0,5.0,2.0,737.0,50.0,815.0
